"Y" "X1" "X2" "X3" "X4" "X5"
2 8.93 56 6.2 72.5 95
4.2 8.88 51.5 10.1 86.9 305
3.9 10.73 50.6 19.3 101 445
5 9.78 52.3 17.6 95.9 270
5.7 11.8 53.8 9.1 116.9 571
2.6 9.76 53.2 6.9 80.1 64
5.2 9.53 51.5 15 65.7 298
4.9 10.23 53.2 9.9 77.9 752
2.7 7.14 57.6 13.1 92.6 92
5.5 10.9 57.2 10.6 71.9 593
4.4 10.02 49.5 8.3 93 265
3.1 9.41 59.5 20.6 91.7 29
5.4 7.93 64.1 7.5 98.1 68
6.1 13.59 54 24.2 111.7 312
2.1 8.02 55 3.8 46.5 91
4.6 7.84 49.1 7.1 87.9 60
4.9 9.89 50.5 17.7 103.6 167
5.6 11.48 57.6 20.3 82 252
4.6 9.68 57.8 16.7 79 186
5.9 17.94 56.2 26.4 91.8 835
4.5 6.7 48.6 13 80.8 76
6.5 19.56 59.9 17.2 113.7 306
2.9 8.86 51.3 9.5 87.5 100
4.5 11.46 56.9 15.6 97.7 191
5.3 8.15 54.9 12.3 79.8 99
3.7 8.58 55 7.4 95.9 304
1.3 8.16 60.9 1.9 58 73
1.6 8.82 58.2 3.8 51.7 80
5.5 8.37 50.7 15.1 84.8 115
4.8 9.84 62.2 12 82.3 600
3.1 8.63 54 8.4 56.2 76
4.1 10.47 53.2 5.7 69.1 196
4.5 8.28 48.1 26 101.8 108
1.8 7.67 51.7 2.5 40.4 106
4.4 11.65 54.5 18.6 96.1 248
2.5 8.54 56.1 27 82.5 98
1.4 7.14 51.7 4.1 45.7 115
5.5 7.63 52.1 11.6 61.1 197
3.5 7.94 49.5 6.2 92.3 195
4.1 9.05 51.2 20.5 79.8 195
3.9 11.15 56.5 7.7 73.9 281
4.5 9.31 47.2 30.2 101.3 170
4.4 8.88 55.8 14.1 76.8 237
4.7 10.72 53.8 23.2 94.1 113
4.8 10.24 49 36.3 112.6 195
3 11.2 45 7 78.9 130
4.6 10.16 54.2 8.4 51.5 831
4.5 9.61 52.4 6.9 87.2 487
4.3 9.42 50.6 24.8 62.8 508
4.3 8.67 48.2 24.4 90.8 182
