"Y" "X1" "X2" "X3" "X4" "X5"
2.6 9.76 53.2 6.9 80.1 64
1.7 8.09 56.9 7.6 56.9 92
3.4 8.45 38.8 12.9 85 235
6.1 13.59 54 24.2 111.7 312
3.7 8.48 51.1 12.1 92.8 166
5.7 11.2 56.5 34.5 88.9 180
6.3 9.74 54.4 11.4 76.1 221
4.4 9.66 52.1 9.9 98.3 83
4.8 12.01 52.8 10.8 96.9 298
4.5 6.7 48.6 13 80.8 76
3.8 8.66 52.8 6.8 69.5 246
4.5 9.44 52.5 10.9 58.5 297
4.5 11.46 56.9 15.6 97.7 191
7.8 12.07 43.7 52.4 105.3 157
4.9 10.23 53.2 9.9 77.9 752
4.2 7.53 42 23.1 98.9 95
4.4 8.88 55.8 14.1 76.8 237
4.1 7.13 55.7 9 39.6 279
4.8 9.84 62.2 12 82.3 600
4.1 9.35 53.8 15.9 80.9 833
5 10.33 55.8 21.2 104.3 266
4.8 9.36 54.1 18.3 90.6 165
2 7.08 52 12.3 56.4 87
4.5 10.05 52 36.7 87.5 184
4.1 10.47 53.2 5.7 69.1 196
5.6 11.48 57.6 20.3 82 252
5.1 10.3 59.6 27.8 88.9 175
5.2 9.53 51.5 15 65.7 298
3.7 7.58 56.7 20.8 88 97
5.7 11.8 53.8 9.1 116.9 571
3.7 8.58 55 7.4 95.9 304
4.2 9 56.3 14.6 76.4 72
4.2 7.39 51 14.6 88.4 72
2.9 10.8 63.9 1.6 57.4 130
5.8 11.41 50.4 23.8 73 424
4.4 11.65 54.5 18.6 96.1 248
5.5 7.63 52.1 11.6 61.1 197
2.7 8.34 56.9 8.1 74 107
2.1 8.02 55 3.8 46.5 91
4.6 9.68 57.8 16.7 79 186
2.9 7.91 52.8 11.9 79.5 477
1.8 7.67 51.7 2.5 40.4 106
5.7 11.18 51 18.8 55.9 595
3.4 10.42 58 8 59 119
2.5 8.54 56.1 27 82.5 98
3.9 11.15 56.5 7.7 73.9 281
4.7 8.77 54.5 5.2 47 143
4.7 10.72 53.8 23.2 94.1 113
3.7 7.14 59 2.6 75.8 70
4.4 7.7 56.9 12.2 67.9 129
4.2 8.88 51.5 10.1 86.9 305
7.6 11.41 61.1 16.6 97.9 535
5.3 8.15 54.9 12.3 79.8 99
4.3 9.89 45.2 11.8 108.7 190
5.4 11.18 45.7 60.5 85.8 640
6.5 19.56 59.9 17.2 113.7 306
3 11.2 45 7 78.9 130
4.9 11.07 53.2 28.5 122 768
4.3 10.39 54.6 14 88.3 353
3.1 9.41 59.5 20.6 91.7 29
4.3 8.67 48.2 24.4 90.8 182
2.9 8.9 49.7 12.7 86.9 52
4.3 9.23 51.6 11.6 42.6 620
1.3 8.92 53.9 2.2 79.5 56
5 9.78 52.3 17.6 95.9 270
