"Y" "X1" "X2" "X3" "X4" "X5"
3.5 7.94 49.5 6.2 92.3 195
4.1 9.35 53.8 15.9 80.9 833
2 7.08 52 12.3 56.4 87
2.9 7.91 52.8 11.9 79.5 477
1.4 7.14 51.7 4.1 45.7 115
1.3 8.92 53.9 2.2 79.5 56
2.9 8.86 51.3 9.5 87.5 100
4.6 9.68 57.8 16.7 79 186
5.5 11.08 50.2 18.6 63.6 387
3.2 8.19 52.1 10.8 59.2 176
2.1 8.02 55 3.8 46.5 91
4.2 7.53 42 23.1 98.9 95
4.1 9.05 51.2 20.5 79.8 195
5.4 7.93 64.1 7.5 98.1 68
4.4 7.7 56.9 12.2 67.9 129
5 11.03 49.9 19.7 102.1 318
5.1 9.76 50.9 21.9 97 150
5.3 8.15 54.9 12.3 79.8 99
5 7.78 45.5 20.9 71.6 489
3.7 7.14 59 2.6 75.8 70
5.7 11.18 51 18.8 55.9 595
5.6 10.12 51.7 14.9 79.1 362
4.1 10.47 53.2 5.7 69.1 196
3.7 8.58 55 7.4 95.9 304
4.5 6.7 48.6 13 80.8 76
7.8 12.07 43.7 52.4 105.3 157
4.8 12.01 52.8 10.8 96.9 298
2.3 7.95 51.8 4.6 54.9 163
2 8.93 56 6.2 72.5 95
5.1 10.3 59.6 27.8 88.9 175
1.6 8.82 58.2 3.8 51.7 80
6.5 19.56 59.9 17.2 113.7 306
5.3 11.77 54.1 17.3 56 196
4.8 9.84 62.2 12 82.3 600
4.1 7.13 55.7 9 39.6 279
4.6 10.16 54.2 8.4 51.5 831
4.6 7.84 49.1 7.1 87.9 60
4.9 10.23 53.2 9.9 77.9 752
4.2 8.88 51.5 10.1 86.9 305
5.8 9.5 49.3 42 70.9 98
4.7 10.72 53.8 23.2 94.1 113
6.4 11.62 53.9 25.5 99.2 133
5.2 9.53 51.5 15 65.7 298
4.4 10.02 49.5 8.3 93 265
5 9.78 52.3 17.6 95.9 270
