"Y" "X1" "X2" "X3" "X4" "X5"
4.3 10.39 54.6 14 88.3 353
4.8 12.01 52.8 10.8 96.9 298
3.4 10.42 58 8 59 119
3.7 8.48 51.1 12.1 92.8 166
4.5 6.7 48.6 13 80.8 76
3.7 7.58 56.7 20.8 88 97
2.9 7.91 52.8 11.9 79.5 477
1.4 7.14 51.7 4.1 45.7 115
2.9 10.8 63.9 1.6 57.4 130
2.8 9.97 58.2 16.5 76.5 90
5.7 11.8 53.8 9.1 116.9 571
4.3 8.67 48.2 24.4 90.8 182
6.6 13.95 65.9 15.6 133.5 356
2.7 8.34 56.9 8.1 74 107
4.9 9.89 50.5 17.7 103.6 167
2.6 9.76 53.2 6.9 80.1 64
4.5 11.46 56.9 15.6 97.7 191
4.1 9.05 51.2 20.5 79.8 195
5.1 9.76 50.9 21.9 97 150
2.1 8.02 55 3.8 46.5 91
6.3 8.84 56.3 29.6 82.6 85
4.1 9.35 53.8 15.9 80.9 833
4.5 9.61 52.4 6.9 87.2 487
1.3 8.92 53.9 2.2 79.5 56
6.1 13.59 54 24.2 111.7 312
3.9 8.28 49.5 12 113.1 546
3.9 11.15 56.5 7.7 73.9 281
1.6 8.82 58.2 3.8 51.7 80
2.3 7.95 51.8 4.6 54.9 163
4.3 8.3 57.2 6.8 83.8 167
3.9 10.73 50.6 19.3 101 445
5.2 9.53 51.5 15 65.7 298
3.5 7.94 49.5 6.2 92.3 195
4.3 9.89 45.2 11.8 108.7 190
2 8.93 56 6.2 72.5 95
6.4 11.62 53.9 25.5 99.2 133
4.6 10.16 54.2 8.4 51.5 831
5.5 8.37 50.7 15.1 84.8 115
3.4 8.45 38.8 12.9 85 235
5.7 11.2 56.5 34.5 88.9 180
3 11.2 45 7 78.9 130
4.1 7.13 55.7 9 39.6 279
4.1 10.47 53.2 5.7 69.1 196
5.5 11.08 50.2 18.6 63.6 387
6.5 19.56 59.9 17.2 113.7 306
7.8 12.07 43.7 52.4 105.3 157
2.9 8.86 51.3 9.5 87.5 100
4.5 9.44 52.5 10.9 58.5 297
4.9 10.23 53.2 9.9 77.9 752
3.2 8.19 52.1 10.8 59.2 176
2.5 8.54 56.1 27 82.5 98
3.8 8.66 52.8 6.8 69.5 246
7.7 12.78 56.8 46 116.9 322
2.7 7.14 57.6 13.1 92.6 92
4.4 10.02 49.5 8.3 93 265
